fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240504 235116	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	306	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0713761257044061	0.857304004042929	1936	538	11697	58204112.4437781	11
20240505 000900	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	619	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.031696986097487	0.564620512489012	905	284	14134	58862107.946027	12
20240505 001707	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	55	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.401693661799895	0.508955064343208	1704	947	12011	50561902.5487256	13
20240505 002021	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.468036906809092	0.799595661668782	182	1632	16960	50219070.4647676	14
20240505 002257	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.475857335697412	0.803811210537733	377	197	13629	51745323.838081	15
20240505 003123	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	192	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.152025137848681	0.701898286024771	1074	1321	12009	57104934.0329835	16
20240505 010046	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	893	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0224061708663019	0.532541710264841	1351	1033	13625	57847458.7706147	17
20240505 011947	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	860	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0394631249949016	0.810284460713014	1281	1295	12279	57475503.7481259	18
20240505 014337	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	726	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0578166925147973	0.5014154147145	1616	919	11181	58198349.3253373	19
20240505 020244	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	551	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0517677982241287	0.500390214617085	1011	1521	11684	57779424.2878561	20
20240505 024050	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1351	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0101864509331836	0.585177946992738	1701	201	12067	59589104.9475262	21
20240505 031249	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1130	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0157988229508073	0.573252383120818	1652	100	13850	60171859.0704648	22
20240505 034041	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	164	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0420780994924867	0.616791758019176	1530	100	13406	59249226.3868066	23
20240505 043112	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3104	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100866409109785	0.601704334930654	2048	1852	12359	58684559.2203898	24
20240505 045713	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	662	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0294410722208419	0.505638473516935	2046	100	11612	59804359.82009	25
20240505 052408	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	719	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0127976571056281	0.880784089457643	2045	101	11801	58472142.4287856	26
20240505 053410	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	105	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.184168706039106	0.500291148376799	2048	1126	13242	54011991.0044978	27
20240505 055048	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	812	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0352297701791079	0.894518843291943	1705	1999	13208	56951412.2938531	28
20240505 061641	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	866	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0257577663041807	0.610471643462041	2047	367	12309	60179866.5667166	29
20240505 065738	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	730	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0277324969847542	0.593491995374462	1896	297	11231	60086070.4647676	30
20240505 071129	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	547	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0445402107745358	0.618960751926947	2048	1546	12959	59040721.1394303	31
20240505 072620	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	414	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.19034489599005	0.50045235681124	782	2000	12450	54181094.4527736	32
20240505 074920	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	642	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0188481062642675	0.607896190990119	2047	100	10554	60084746.6266867	33
20240505 080553	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	421	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0524762610269165	0.564095319031298	2045	100	11413	59494493.2533733	34
20240505 082043	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	228	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0227304496451891	0.580436435930415	1923	100	11995	57579137.9310345	35
20240505 085411	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1348	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0104475230393034	0.703186310033838	2048	998	13701	58184796.101949	36
20240505 091405	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	506	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0287346723273242	0.593715568170842	2048	288	13840	58683838.0809595	37
20240505 095000	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1078	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0101298569169457	0.565390326399656	1765	101	14283	59689410.7946027	38
20240505 103231	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1285	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100136624031593	0.540965572703183	1509	101	11864	59201043.4782609	39
20240505 111715	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2478	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100816705106258	0.622188244792	1275	1433	13281	58952802.0989505	40
20240505 114051	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	557	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100557963479243	0.602763711729498	1708	423	13380	58676191.904048	41
20240505 115723	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	326	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0402830668289778	0.551315107888762	1602	100	13609	59082205.3973013	42
20240505 121235	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	327	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0362032959294711	0.704214844738929	2048	100	13785	60061671.6641679	43
20240505 123040	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	525	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0338302362798046	0.654159352522898	2048	100	11591	59828679.1604198	44
20240505 124859	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	554	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0342606660998388	0.65517910177784	2048	100	13723	60152979.0104948	45
20240505 130722	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	617	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.037067116559851	0.662348228090957	2048	100	11009	59616898.0509745	46
20240505 132616	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	584	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0334103046085823	0.660060115227902	2048	100	12921	59959338.8305847	47
20240505 134217	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	368	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0355705990491275	0.659419456690607	2047	100	12377	59451068.9655172	48
20240505 141156	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1528	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.010024473358627	0.686320601426718	639	1664	11223	59799485.7571214	49
20240505 145754	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2951	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100473467882182	0.609089191842003	562	1999	11856	59004353.8230885	50
20240505 151140	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	232	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0354717098585157	0.662223530151746	2048	101	12211	59682682.1589205	51
20240505 152722	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	340	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0343952337502032	0.654157185421301	2048	101	10913	59550895.0524738	52
20240505 160506	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2246	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.010037069441072	0.61424695448098	568	1510	12974	58735571.2143928	53
20240505 162408	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	584	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0334103046085823	0.660060115227902	2048	100	12921	59959338.8305847	54
20240505 163406	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	363	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0143335519068227	0.689023458633676	489	101	13694	59877700.149925	55
20240505 165201	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	627	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0149126270044321	0.674743386786944	1139	100	13016	58670320.8395802	56
20240505 170648	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	600	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0100184660846562	0.612904776089018	625	102	13585	58965299.850075	57
20240505 172319	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	894	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0101510570602151	0.887825966437936	508	191	11987	55752343.3283358	58
20240505 173506	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	503	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.063413434615501	0.685135185770469	555	1724	13734	57057790.1049475	59
20240505 175351	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	620	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0404482145696068	0.688409611137782	2048	227	12545	60119542.7286357	60
20240505 181111	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	523	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.04304907857608	0.688360334400699	2048	249	12457	59556496.2518741	61
20240505 182708	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	330	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0349726602021056	0.680221320022162	2048	189	13668	59674980.5097451	62
20240505 192133	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3406	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.010101083669758	0.625398864949308	1489	1761	14512	58876773.6131934	63
20240505 194203	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	715	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0355096831283388	0.688513614051581	2048	165	12791	60111677.6611694	64
20240505 201109	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1067	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0102732300506732	0.500528194752146	406	100	13733	57744628.185907	65
20240505 202855	884	1308260	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	441	1	1	1	FALSE	1	0.1	50	0.5	FALSE	900001	0.0323042152491994	0.690136586958801	2048	169	14902	58694419.7901049	66
